author,count
Tânia Cristina Macedo Kunz,2
Jéssica Julioti Urbano,2
Luís Vicente Franco de Oliveira,2
Kentaro Fujita,2
April C. May,2
Maria Aparecida Dalboni,2
Humberto Dellê,2
Débora Levy,2
Kaiping Burrows,2
Leandra K. Figueroa‐Hall,2
Namik Kirlić,2
Evan J. White,2
Ryan Smith,2
Hamed Ekhtiari,2
Martin P. Paulus,2
Jonathan Savitz,2
Jennifer L. Stewart,2
Richard P. Wiebe,2
Johanna Rellensmann,2
Stanislaw Schukajlow,2
Daniel B. M. Haun,2
Christian J. Rapold,2
A. M. V. Gerlicher,2
O. Tüscher,2
R. Kalisch,2
Stav Atir,2
Luis Fernando Aguado Quintero,2
Ana Garcı́a-Gutiérrez,2
Ignacio Serrano‐Pedraza,2
Erik G. Helzer,2
Kendra C. Smith,2
Cheryl Wakslak,2
Jeff Ackerman,2
Layton Field,2
J. Daryl,2
Jordi Quoidbach,2
Nathan Magen,2
Gary M. Burlingame,2
Kaitlyn E Whitcomb,2
Sean Woodland,2
Joseph A. Olsen,2
Mark E. Beecher,2
Elizabeth R. Aston,2
Jane Metrik,2
Michael Amlung,2
Christopher W. Kahler,2
James MacKillop,2
Philippe Bernard,2
Sarah J. Gervais,2
Jill Allen,2
Sophie Campomizzi,2
Olivier Klein,2
William E. Fann,2
Piercarlo Valdesolo,2
Anastasia Kiyonaga,2
Bart Thoolen,2
Denise T. D. de Ridder,2
Jozien M. Bensing,2
K. J. Gorter,2
Guy E.H.M. Rutten,2
Robert Gleave,2
Jonas R. Kunst,2
Sigrid M. Hohle,2
Gabriele Janzen,2
Stephen C. Levinson,2
Maria Wimber,2
Eyal Ert,2
Aliza Fleischer,2
Maryam Kouchaki,2
Daniel Paull,2
Jonathan G. Tullis,2
Aaron S. Benjamin,2
Pragna I. Patel,2
Vasilisa Akselevich,2
Sharon Gilaie‐Dotan,2
David Alais,2
David C. Burr,2
Sarah L. Master,2
Cindy M. Yee,2
Alan R. Sanders,2
Diego E. Rincón-Limas,2
Ranajit Chakraborty,2
Bernard Grandchamp,2
Joseph D. Hamilton,2
Neha Berlia,2
Meredith Medway,2
Mairwen K. Jones,2
Bonnie Hayden Cheng,2
Krishna Savani,2
Daniella Kupor,2
Jonathan Levav,2
Robb Willer,2
Kendall J. Eskine,2
Natalie A. Kacinik,2
Jesse Prinz,2
J. Kiley Hamlin,2
Karen Wynn,2
Jochim Hansen,2
Feng Du,2
Leslie K. John,2
"Beckers, T.",2
"Alfei, J.",2
"Feilden, T.",2
"Firth, C.",2
"Voracek, M.",2
"Stieger, S.",2
"Tran, U.",2
"Montag, C.",2
"Kirlic, N.",2
"Stewart, J.",2
"Ramachandran, V.",2
"Paternoster, R.",2
"Nguyen, H.",2
Gunnar Björnsson,2
N.V.R. Naidu,2
Satishchandra Kumar,2
"Bargh, J.",2
"Chaiken, S.",2
"Raymond, P.",2
"Hymes, C.",2
"Wolf, O.",2
"Van Dael, F.",2
"Versmissen, D.",2
"Janssen, I.",2
"Myin-Germeys, I.",2
"Krabbendam, L.",2
"De Leon, J.",2
Ulrich M,2
Keller J,2
Grön G,2
"Schwabe, L.",2
Don A. Moore,2
"Fessler, D.",2
"Jost, J.",2
Gregory M. Walton,2
David Rose,2
"Kay, A.",2
"Laurin, K.",2
Joshua May,2
Richard Holton,2
Oliver Genschow,2
"Miller, S.",2
"Henry, J.",2
"Mogan, J.",2
"Mazar, N.",2
"Norenzayan, A.",2
"Oyserman, D.",2
Jessica A. Kennedy,2
"Cain, D.",2
"Mazor, M.",2
"Will, P.",2
"Merritt, E.",2
"Jenkins, R.",2
"Kingstone, A.",2
"Michotte, A.",2
"Baron, J.",2
Leigh E. Nystrom,2
Jonathan D. Cohen,2
Nils B. Jostmann,2
Daniël Lakens,2
Kurt Gray,2
Yoel Inbar,2
"Johnson, M.",2
Kelly Lowenberg,2
"Leary, M.",2
"Asher, M.",2
"Jongman-Sereno, K.",2
"Zhang, Y.",2
Clayton R. Critcher,2
"Das Gupta, J.",2
"Petrow-Sadowski, C.",2
"Gold, B.",2
"Dean, M.",2
"Saberi, K.",2
"Hickok, G.",2
"Farahbod, H.",2
"Frost, J.",2
"Fox, C.",2
"Rottenstreich, Y.",2
"Paulus, W.",2
"Witthöft, M.",2
"Simpson, B.",2
Cheryl J. Wakslak,2
"Bem, D.",2
"Maier, M.",2
"Buechner, V.",2
"Blakley, B.",2
"Quddusi, T.",2
"Monin, B.",2
Edouard Machery,2
Trevor Kvaran,2
"Ellis, K.",2
"Hart, W.",2
"Albarracín, D.",2
"Rand, D.",2
"Toner, K.",2
"Binkofski, F.",2
"Gallese, V.",2
"Rizzolatti, G.",2
"Ameel, E.",2
"Storms, G.",2
"Tversky, A.",2
"Topolinski, S.",2
"Pedullà, L.",2
"Gasparotti, R.",2
"Pflitsch, M.",2
"Fernández-Capo, M.",2
"Gámiz-Sanfeliu, M.",2
"Glassenberg, A.",2
"Feinberg, R.",2
"Little, A.",2
"Debruine, L.",2
"Sainte-Laudy, J.",2
"Belon, P.",2
"Casasanto, D.",2
"Besner, D.",2
"Brady, T.",2
"Alvarez, G.",2
"Yi, H.",2
"Phelps, J.",2
"Smiljanic, R.",2
"Chandrasekaran, B.",2
"Malt, B.",2
"Popp, E.",2
"Serra, M.",2
"Buccino, G.",2
"Riggio, L.",2
"Melli, G.",2
Jonathan Baron,2
Kelsey C. Thiem,2
Rebecca Neel,2
Jazmin L. Brown‐Iannuzzi,2
Jaideep Sengupta,2
Viola S. Störmer,2
Daniel M. Stancato,2
Rodolfo Mendoza‐Denton,2
Anthony G. Greenwald,2
Jiao Zhang,2
Dan Ariely,2
"Bastian, B.",2
"Loughnan, S.",2
"Haslam, N.",2
"Radke, H.",2
Jason Turner,2
Maddalena Adorno,2
Tal Raveh,2
Stephen B. Willingham,2
Jens-Peter Volkmer,2
Andrew J. Gentles,2
Debashis Sahoo,2
Piero Dalerba,2
Siddhartha S. Mitra,2
Jian Wang,2
Humberto Contreras-Trujillo,2
R.K. Martin,2
Justin D. Cohen,2
Patricia Lovelace,2
Ferenc A. Scheeren,2
Mark P. Chao,2
Kipp Weiskopf,2
Irving L. Weissman,2
Janelle C. Arthur,2
Ernesto Peréz-Chanona,2
Anne Kathrin Volkmer,2
Tejaswitha Jairaj Naik,2
Theresa A. Storm,2
Adriane Mosley,2
Badreddin Edris,2
Seraina Schmid,2
Chris K. Sun,2
Mei‐Sze Chua,2
Oihana Murillo,2
Pradeep S. Rajendran,2
C. Adriel,2
Robert Chin,2
Dongkyoon Kim,2
Jonathan J. Hansen,2
Temitope O. Keku,2
Anthony A. Fodor,2
Christian Jobin,2
Siddhartha Jaiswal,2
Per Øyvind Enger,2
Gary K. Steinberg,2
Gordon Li,2
Samuel So,2
Ravindra Majeti,2
Griffith R. Harsh,2
Matt van de Rijn,2
Nelson N.H. Teng,2
John B. Sunwoo,2
Ash A. Alizadeh,2
Michael F. Clarke,2
Betty Lee Darby,2
Yangqing Xu,2
Steven Franconeri,2
Andrew R. Todd,2
Mark D. Alicke,2
Chad Tang,2
Sarah Tomkovich,2
Joshua M. Uronis,2
Ting-Jia Fan,2
Barry J. Campbell,2
Turki S. Abujamel,2
Belgin Dogan,2
Arlin B. Rogers,2
Jonathan M. Rhodes,2
Alain Stintzi,2
Kenneth W. Simpson,2
Roseanna Sommers,2
Michael Franke,2
Judith Degen,2
Edward Gibson,2
Caglar Irmak,2
Diane Tseng,2
Jack Cao,2
Ana Catarino,2
Charlotte Küpper,2
Aliza Werner‐Seidler,2
Tim Dalgleish,2
Robert B. Cialdini,2
Joyce E. Vincent,2
Stephen K. Lewis,2
Jose Catalan,2
Diane Wheeler,2
Valerie Purdie‐Vaughns,2
Paul Davies,2
Marcus Mühlbauer,2
Tanya L. Chartrand,2
Chris Janiszewski,2
Dan Uy,2
Jason L. Huang,2
Golnaz Tabibnia,2
Ajay B. Satpute,2
Matthew D. Lieberman,2
Daniel Richardson,2
"Luyster, R.",2
"Gotham, K.",2
"Guthrie, W.",2
Stephen J. Hoch,2
Jillian Jordan,2
Ingrid R. Johnsen,2
"Piech, R. M.",2
"Pastorino, M. T.",2
"Coffing, M.",2
"Petrak, R.",2
"Pierce, K.",2
"Bishop, S.",2
"Esler, A.",2
"Hus, V.",2
"Oti, R.",2
"Richler, J.",2
"Risi, S.",2
Michael J. Bernstein,2
Daniela Niesta Kayser,2
Richard H. Gramzow,2
Huijun Liu,2
Steven J. Heine,2
"O'Brien, B.",2
"Lijffijt, M.",2
"Lee, J.",2
"Kim, Y.",2
"Wells, A.",2
"Zald, D. H.",2
"Corning, A.",2
"Gondoli, D.",2
"Dong, M. Y.",2
V. Southgate,2
A. Senju,2
G. Csibra,2
Markus A. Maier,2
William A. Cunningham,2
Jay J. van Bavel,2
Dieter Frey,2
"Ramakrishnan, N.",2
"Swann, A.",2
"Mathew, S.",2
"Olbrich, S.",2
"Tränkner, A.",2
"Surova, G.",2
"Gevirtz, R.",2
"Gordon, E.",2
"Hegerl, U.",2
"Arns, M.",2
Pamela J. Sawyer,2
Matthew J. Marquez,2
Paul G. Davies,2
Sophie Trawalter,2
Edward P. Lemay,2
Jarbas Rodrigues de Oliveira,2
Dolores Albarracin,2
Margaret Shih,2
Todd L. Pittinsky,2
Vânia Peretti de Albuquerque Wobeto,2
Tânia Regina Zaccariotto,2
Jorge Luis María Ruiz,2
Sérgio Paulo Bydlowski,2
Shanna Bitencourt,2
Fernanda Cristina de Mesquita,2
Bruno Basso,2
Júlia Schmid,2
Gabriela A. Ferreira,2
Lucas B. Rizzo,2
"Murphy, N.",2
Nicholas O. Rule,2
Edward Vul,2
Cathy R. Cox,2
"Fessler, D.M.T.",2
"Filippini, N.",2
"Macintosh, B.J.",2
"Hough, M.G.",2
"Goodwin, G.M.",2
"Frisoni, G.B.",2
"Smith, S.M.",2
"Mackay, C.E.",2
Moisés Evandro Bauer,2
Ramón Bartrons,2
Francesc Ventura,2
José Luís Rosa,2
Inge Mannaerts,2
Leo A. van Grunsven,2
"Brookhart, M. Alan",2
"Freburger, Janet K.",2
Daniela Maria Ribeiro,2
Adriana da Silva Santos Duarte,2
Fernando Ferreira Costa,2
María de Fátima Sonati,2
Aline Ramos Maia Lobba,2
Maria Fernanda Forni,2
Ana Cláudia Oliveira Carreira,2
Mari Cleide Sogayar,2
Alice Cristina Rodrigues,2
Mário Hiroyuki Hirata,2
Rosário Dominguez Crespo Hirata,2
Andréa Turbuck Celestino,2
Chrislaine Oliveira Soares,2
Paul W. Eastwick,2
"Ross, L.",2
"Mishra, S.",2
"Lalumière, M.",2
"Williams, R.",2
"Pedulla, L.",2
"Gasperini, R.",2
Aaron T. Goetz,2
Craig W. LaMunyon,2
Brian J. Quintus,2
Viviana A. Weekes-Shackelford,2
Lysann Damisch,2
Barbara Stoberock,2
"Wang, Lily",2
Peter Fischer,2
"Winkelmayer, Wolfgang C.",2
"Kshirsagar, Abhijit V.",2
Brian J. Scholl,2
"Chen, K.",2
"Bae, G.",2
"Nock, M.",2
"Park, J.",2
"Finn, C.",2
"Deliberto, T.",2
"Dour, H.",2
"Banaji, M.",2
"Southgate, V.",2
"Csibra, G.",2
"Knobe, J.",2
Alison L. Morris,2
Mary L. Still,2
"Milgram, S.",2
"Brown, C.",2
"Stefanyshin, Darren J.",2
"Carpes, Felipe P.",2
"Norum, Mathias",2
"Risvang, Lisa C.",2
Dianne M. Tice,2
Lawrence E. Williams,2
Cindy Harmon‐Jones,2
"Macken, W.",2
"Phelps, F.",2
"Palmer, Thomas B.",2
"Isarida, T.",2
"Bernard, P.",2
"Gervais, S.",2
"Allen, J.",2
"Campomizzi, S.",2
"Klein, O.",2
"Thompson, Brennan J.",2
"Freitas, Marcelo C.",2
"Cholewa, Jason M.",2
"Gerosa-Neto, José",2
"Gonçalves, Daniela C.",2
"Caperuto, Erico C.",2
"Lira, Fabio S.",2
"Rossi, Fabrício E.",2
"DeBritto, Matheus A.",2
"Lemos, André L.",2
Matthew Vess,2
Philip A. Gable,2
Eddie Harmon-Jones,2
Mariana Boiani,2
Lawrence J. Marnett,2
"Dos Santos, Camila S.",2
"Hammig, Clarence K.",2
"Hatfield, Glen L.",2
"Hunt, Melissa A.",2
"Ballmann, Christopher G.",2
"McCullum, Matthew J.",2
"Rogers, Ryan R.",2
"Marshall, Megan M.",2
"Williams, Tyler D.",2
"Venier, Stephanie",2
"Thiele, Ronda M.",2
Etelvino José Henriques Bechara,2
Aline Cristina Abreu Moreira-Souza,2
Robson Coutinho‐Silva,2
Gerald L. Clore,2
James J. Gross,2
John G. Holmes,2
Luís Felipe Ribeiro Pinto,2
Luiz Eduardo Baggio Savio,2
Patrícia Dias Fernandes,2
Juliano D. Paccez,2
Luiz F. Zerbini,2
Fernanda Bueno Morrone,2
Raquel Saldanha Campello,2
Luciana Alves de Fátima,2
João Nilton Barreto-Andrade,2
Thaís F.G. Lucas,2
Rosana Cristina Tieko Mori,2
Catarina S. Porto,2
Ubiratan Fabres Machado,2
"Koller, Andreas",2
"Ugelstad, Ingvill",2
"Charlton, Melissa",2
"Baker, Julien S.",2
"Noh, Byung Hoon",2
"Sun, Weihong",2
"Bloms, Lotte P.",2
"Bjørnsen, Thomas",2
"Dimitriou, Lazaros",2
"Rønning, Pål O.",2
"Bjørnsen, M. Lunde",2
André A. Santos,2
Angélica Regina Cappellari,2
Fernanda Olicheski de Marchi,2
Marina P. Gehring,2
Aline Zaparte,2
Caroline A Brandão,2
Tiago Giuliani Lopes,2
Vinícius Duval da Silva,2
"Van Cutsem, Joke",2
"Grgic, Jozo",2
Alfonso Caramazza,2
"Mikulic, Pavle",2
"Scanlan, Aaron T.",2
"Madueno, Michael C.",2
Simon Hanslmayr,2
Sônia Jancar,2
"Zahradnik, David",2
"Jandacka, Daniel",2
"Farana, Roman",2
"Uchytil, Jiri",2
"Hamill, Joseph",2
"Lam, Wing Ki",2
"Lee, Won Ik",2
"Ryue, Jiseon",2
Niels Janssen,2
"Short, Stephanie E.",2
"Clauer, David A.",2
"Garofolini, Alessandro",2
"Oppici, Luca",2
"Taylor, Simon",2
"Davies, Mark J.",2
Tiago Collares,2
"Halaki, Mark",2
"Orr, Rhonda",2
"Helms, Eric R.",2
"Hackett, Daniel A.",2
"Verschueren, Joseph O.",2
"Tassignon, Bruno",2
"Proost, Matteo",2
"Teugels, Annelies",2
"Verhagen, Evert",2
"Meeusen, Romain",2
"MacMahon, Ciara",2
"Hawkins, Zachary",2
"Pinto, Rodrigo S.",2
"Cadore, Eduardo L.",2
"Correa, Cleiton S.",2
"Da Silva, Bruno G.",2
"Alberton, Cristine L.",2
"Lima, Cintia S.",2
"De Moraes, Ana C.",2
"Wälchli, Matthias",2
"Ruffieux, Jan",2
"Bourquin, Yves",2
"Fitzgerald, JS",2
Nir Halevy,2
Vinícius Farias Campos,2
Janaína Serra Azul Monteiro Evangelista,2
Luciano da Silva Pinto,2
Rosélia Maria Spanevello,2
Giovana Duzzo Gamaro,2
Elizandra Braganhol,2
Luiz Euribel Prestes-Carneiro,2
Marina Tiemi Shio,2
Marta Maria Medeiros Frescura Duarte,2
Ivana Beatrice Mânica da Cruz,2
Solange Gentz,2
Meng Zhu,2
Rebecca K. Ratner,2
Eileen Y. Chou,2
Bidhan L. Parmar,2
Hal E. Hershfield,2
"Caulfield, Brian",2
"Carretero-Navarro, G.",2
"Márquez, G.",2
"Roelands, Bart",2
Caryne Margotto Bertollo,2
Elaine M. Souza‐Fagundes,2
Aristóbolo M. Silva,2
Marcos Roberto de Oliveira,2
Alessandra Peres,2
Clarissa Severino Gama,2
Simone Morelo Dal Bosco,2
Rafael F. Prietsch,2
Leonardo Garcia Monte,2
Felipe Abreu da Silva,2
Fátima T. Beira,2
Francisco Augusto Burkert Del Pino,2
Rubem Carlos Araújo Guedes,2
Flávia Negromonte Souto-Maior,2
Fabíola Lélis de Carvalho,2
Liana Clébia Soares Lima de Morais,2
Sueli Mendonça Netto,2
Reinaldo Nóbrega de Almeida,2
"Fukuda, David H.",2
"Beyer, Kyle S.",2
"Hoffman, Jay R.",2
"Miramonti, Ashley A.",2
"Riffe, Jeffrey J.",2
"Stout, Jeffrey R.",2
"Johnston, William",2
"Dolan, Karen",2
"Reid, Neil",2
"Coughlan, Garrett F.",2
"Keller, Martin",2
D. Reinhard,2
Erin Corwin Westgate,2
Nicole Elizabeth Ellerbeck,2
Cheryl Hahn,2
Casey L. Brown,2
Adi Shaked,2
"Taube, Wolfgang",2
"La Monica, Michael B.",2
Paulo Eduardo Carneiro de Oliveira,2
Caroline Riberti Zaniboni,2
Isabela Miranda Carmona,2
Azair Canto‐de‐Souza,2
Denise Sandrelly Cavalcanti de Lima,2
Elian da Silva Francisco,2
Cássia Borges Lima,2
Joamyr Victor Rossoni,2
Daniela Caldeira Costa,2
Karen C. M. Moraes,2
Carlos Alberto Tagliati,2
Eluza Curte Stangherlin,2
Cristina W. Nogueira,2
Marcelo César Jardim,2
Francisco Silveira Guimarães,2
Caio M. Moreira,2
Sueli Masson,2
Milene Cristina de Carvalho,2
Aura R. Fonseca,2
Mariana Lima Feitosa,2
"Kornilios, Emmanouil",2
"Mundy, Peter D.",2
"Sinsurin, Komsak",2
"Palmer, Tessa B.",2
"Chiviacowsky, Suzete",2
"Wulf, Gabriele",2
"Clarke, Neil D.",2
"Hammond, Steven",2
Maria Izabel Gomès Silva,2
Emmanuelle Coelho Noronha,2
Brinell Arcanjo Moura,2
Edith Teles Venâncio,2
Emiliano Ricardo Vasconcelos Rios,2
Silvânia Maria Mendes Vasconcelos,2
Marta Maria de França Fonteles,2
Francisca Cléa Florenço de Sousa,2
Flávia Dayrell França,2
Ana Flávia Fernandes Ferreira,2
Raquel Cunha Lara,2
Alexandre Braga Libório,2
Verônica Farina Azzolin,2
Cibele Ferreira Teixeira,2
Moisés Henrique Mastella,2
Euler Esteves Ribeiro,2
Pedro Antônio Schmidt do Prado‐Lima,2
Raquel de Souza Praia,2
Fátima Theresinha Costa Rodrigues Guma,2
Wesley Buckwalter,2
Will M. Gervais,2
Elizabeth A. Keenan,2
"Srisangboriboon, Sasithorn",2
"Vachalathiti, Roongtiwa",2
"Elder, Ryan S.",2
"Krishna, Aradhna",2
"Cherubini, D.",2
Ulrich S. Tran,2
Adrian Furnham,2
Anastasia Makhanova,2
Saul L. Miller,2
Tamara G.M. Treptow,2
Wystan K. O. Teixeira,2
Luciana A. Piovesan,2
Marcelo G. Montes D’Oca,2
Ana Paula de Souza Votto,2
Tiago Lima Sampaio,2
Ramon Róseo Paula Pessoa Bezerra de Menezes,2
Marcus Felipe Bezerra da Costa,2
Gdayllon Cavalcante Meneses,2
Mauren Cristina Villalta Arrieta,2
Adriano José Maia Chaves Filho,2
Glayciane Bezerra de Morais,2
"Dufwenberg, M.",1
J. Lukas Thürmer,1
"Buell, R.",1
"Weber, R.",1
"Kwasnica, A.",1
"Kogan, S.",1
"Stoeckl, T.",1
"Kirchler, M.",1
"Roth, A.",1
"Kessler, J.",1
"Zarghamee, H.",1
"Ifcher, J.",1
"Wallace, B.",1
"Seltzer, A.",1
"Huck, S.",1
Hillel Aviezer,1
Marco A. Janssen,1
Robert Holahan,1
Allen Lee,1
Элинор Остром,1
Katherine Duncan,1
"Gorn, Gerald J.",1
"Galli, Maria",1
"Chattopadhyay, Amitava",1
"Chae, Boyoun",1
"Hoegg, JoAndrea",1
"Cian, Luca",1
"Madzharov, Adriana V.",1
"Block, Lauren G.",1
"Abeler, J.",1
"Falk, A.",1
Anne J. Ridley,1
Leandro J. Bertoglio,1
A.P. Carobrez,1
Marcelo Alves de Souza,1
Lígia Aline Centenaro,1
Pâmela Rossi Menegotto,1
Thiago Pereira Henriques,1
Juliana Sartori Bonini,1
Matilde Achaval,1
Antti Revonsuo,1
Aldo Bolten Lucion,1
Lucas Baptista Fontanesi,1
Renata Ferreira,1
Alícia Cabral,1
V.M. Castilho,1
Manoel Jorge Nobre,1
Heikki Hämäläinen,1
Stephen G. Morris,1
Hugh J. McCann,1
Adam Feltz,1
Felipe De Brigard,1
Hagop Sarkissian,1
John Park,1
David Tien,1
Jennifer Cole Wright,1
Kevin Reuter,1
Mariana Lazarini,1
Fabı́ola Traina,1
Karin Spat Albino Barcellos,1
Yuri B. Moreira,1
Marcelo Mendes Brandão,1
Sergio Verjovski‐Almeida,1
Kinga Ferenc,1
Carolyn Webster‐Stratton,1
Mary A. Hammond,1
Henry R. Kranzler,1
Ana Cristina Rivas da Silva,1
Paula Monteiro Lopes,1
Mariana M. B. Azevedo,1
Danielle Cristina Machado Costa,1
Celuta Sales Alviano,1
Daniela Sales Alviano,1
Magdalena Ewa Król,1
Mika Koivisto,1
Christina M. Krause,1
Christian Haarala,1
Lauri Sillanmäki,1
Matti Laine,1
James Poling,1
Murray B. Stein,1
Raymond F. Anton,1
Kathleen T. Brady,1
Roger D. Weiss,1
Lindsay A. Farrer,1
Joel Gelernter,1
Filip Španiel,1
Jiřı́ Horáček,1
Jaroslav Tintěra,1
Ibrahim Ibrahim,1
Tomáš Novák,1
Jan Čermák,1
Monika Klírová,1
Cyril Höschl,1
Takeo Kato,1
Kuniaki Ishii,1
Lara Warmelink,1
Aldert Vrij,1
Samantha Mann,1
Pär Anders Granhag,1
E. Stühler,1
Stefan Braune,1
F. Lionetto,1
Yanic Heer,1
E. Jules,1
C. J. J. Westermann,1
Arnfin Bergmann,1
Philip van Hövell,1
P. van Hövell,1
Pingxing Xie,1
Julia Connell,1
Natalie Ferres,1
Anthony Travaglione,1
Sandra L. Murray,1
Paul Rose,1
Gina M. Bellavia,1
Anna Garrett Kusche,1
Samuele Zilioli,1
Aaron N. Sell,1
Michael Stirrat,1
Justin Jagore,1
William Vickerman,1
Neil V. Watson,1
Yutaro Obara,1
Toru Imai,1
Hidenori Sato,1
Yuji Takeda,1
Irene V. Blair,1
Han Gong,1
Richard A. Moore,1
Matthew T. Gailliot,1
C. Nathan DeWall,1
E. Ashby Plant,1
Lauren E. Brewer,1
Ellen Bratslavsky,1
Mark Muraven,1
Liqing Zhang,1
Roy Baumeister,1
Robert A. Stanfield,1
Rolf A. Zwaan,1
"Zwaan, R. A., Stanfield, R. A., & Yaxley, R. H.",1
R.J. Zwaan,1
B.B. Prananta,1
Jamie Freeman,1
Lisa Dreolini,1
Martin Krzywinski,1
Jaclyn Strauss,1
Rebecca Barnes,1
Peter H. Watson,1
Emma Allen‐Vercoe,1
Robert A. Holt,1
Kenneth I. Forster,1
Valerie Purdie-Vaughns,1
Nicholas B. Turk-Browne,1
Phillip J. Isola,1
Stanley Schachter,1
Richard Driscoll,1
Keith E. Davis,1
Milton E. Lipetz,1
Victoria Carlton,1
Wenlin Yuan,1
Li Li,1
Weiru Wang,1
Charles Eigenbrot,1
Joshua S. Kaminker,1
David A. Eberhard,1
Paul Waring,1
Stephan C. Schuster,1
Zora Modrušan,1
Zemin Zhang,1
Frédéric J. de Sauvage,1
Kanan Pujara,1
Malek Faham,1
Mauro Castellarin,1
Robin M. Warren,1
Jianbiao Zheng,1
Martin Moorhead,1
Subhra Chaudhuri,1
Lynn P. Tomsho,1
Brock A. Peters,1
Peggy A. Hannon,1
Ivana Grivicich,1
Andréa Regner,1
Lisiane Freitas Leal,1
Daniela Romani de Araújo,1
Geraldo Pereira Jotz,1
Carlos Alexandre Fedrigo,1
Daniel Simon,1
Adriana Brondani da Rocha,1
Shaun Cordes,1
David P. Davis,1
"Yogo, M.",1
"Gale, H. Frederick",1
Bocquého G,1
Jacquet F,1
Reynaud A,1
"O'Donnell, C.",1
Daniel Pretto Schunemann,1
Francesca Managò,1
Zhengyan Kan,1
Jeremy Stinson,1
Vasantharajan Janakiraman,1
Deepali Bhatt,1
Howard M. Stern,1
Peng Yue,1
Peter M. Haverty,1
Richard Bourgon,1
"Hansen, C.",1
"Jayachandran, S.",1
Iaryczower M,1
Shum M,1
"Rangel, M.",1
"Vogl, T.",1
"Imbs, J.",1
"Mumtaz, A.",1
"Ravn, M.",1
"Rey, H.",1
"Durlauf, S.",1
"Johnson, P.",1
"Wheeler, C.",1
"Abbrevaya, J.",1
"Serlenga, L.",1
"Imbens, G.",1
"Firpo, S.",1
"Fortin, N.",1
"Lemieux, T.",1
"Chan, J.",1
"Potter, S.",1
"Train, K.",1
"Fisman, R.",1
"Newey, W.",1
"Windmeijer, F.",1
"Wantchekon, L.",1
"Holly, S.",1
"Pesaran, M.H.",1
"Yamagata, T.",1
"Belloni, A.",1
"Chen, D.",1
"Chernozhukov, V.",1
"Taylor, A. M.",1
"Alquist, R.",1
"Kilian, L.",1
"Klump, R.",1
"McAdam, P.",1
"Willman, A.",1
"Brady, R.",1
"Spolaore, E.",1
"Bernanke, B.",1
"Cheung, Y.-W.",1
"Lai, K. S.",1
"Grier, K. B.",1
"Henry, O. T.",1
"Olekalns, N.",1
"Shields, K.",1
"Peersman, G.",1
Francesco Papaleo,1
Vittorio Murino,1
Robert S. Wyer,1
Ap Dijksterhuis,1
Ad van Knippenberg,1
David J. Johnson,1
Felix Cheung,1
Brent Donnellan,1
Nina Mažar,1
On Amir,1
Caryl E. Rusbult,1
Madoka Kumashiro,1
"Gawronski, B.",1
"Phillips, P.",1
"Sul, D.",1
"Schularick, M.",1
"Stock, J.",1
"Boivin, J.",1
"Eliasz, P.",1
"Borjas, G.",1
"Anundsen, A.",1
"Gerdrup, K.",1
"Hansen, F.",1
"Kragh-Sørensen, K.",1
"Ackerberg, D.",1
"Caves, D.",1
"Frazer, G.",1
"Hendry, D.",1
"Porter, J.",1
"Lewbel, A.",1
"Pendakur, K.",1
Diego Scheggia,1
"Stanley, T.",1
"Doucouliagos, H.",1
"Cameron, T.",1
"Quiggin, J.",1
"Bloom, N.",1
"Cravino, J.",1
"Levchenko, A.",1
"Goyal, S.",1
"van der Leij, M.",1
"Moraga-González, J.",1
"Pesaran, M. H.",1
"Smith, R. J.",1
"Ngai, L.",1
"Tenreyro, S.",1
"Lewis, D.",1
"Mertens, K.",1
"Chowdhry, B.",1
"Roll, R.",1
"Xia, Y.",1
"Shaw, K.",1
"Castro, R.",1
"Clementi, G.",1
"Trivedi, M.",1
"Chalfin, A.",1
"McCrary, J.",1
"Danzer, N.",1
"Lavy, V.",1
"Oberfield, E.",1
"Raval, D.",1
"Baltagi, B.H.",1
"Khanti-Akom, S.",1
"Tobias, J.",1
"Wascher, W.",1
"Babecký, J.",1
"Caju, P.",1
"Kosma, T.",1
"Lawless, M.",1
"Messina, J.",1
"Room, T.",1
"Rostam-Afschar, D.",1
"Huntington, H.",1
"Heckman, J.",1
"Walker, J.",1
"Cairns, R.",1
"Davis, G.",1
"Nickell, S.",1
"Nunziata, L.",1
"Ochel, W.",1
"McCabe, D.P.",1
"Castel, A.D",1
"Maglio, S. J.",1
"Kwok, C. Y",1
"Zhang, K",1
"Hesslinger, V. M., Goldbach, L.",1
"Carbon, C.-C",1
Luca Giancardo,1
Diego Sona,1
Huiping Huang,1
Sara Sannino,1
"Wilkie, J.E.B.",1
"Caprio, G.",1
"Laeven, L.",1
"Spilimbergo, A.",1
"Neumark, D.",1
"Kauppi, H.",1
"Saikkonen, P.",1
"Ireland, P.",1
"Rohner, D.",1
"Estevadeordal, A.",1
"Taylor, A.",1
"Tanaka, S.",1
"Mcgoldrick, K.",1
Peng M,1
Li Y,1
Xie E,1
Su Z,1
"Macdonald, G.",1
"Walther, E",1
"Sharma, E.",1
"Morwitz, V. G",1
"Wagner, C.",1
"Lambrecht, J.",1
"Lievens, J.",1
"Cobo-Reyes, R.",1
"Gächter, S.",1
"Du, R.",1
"Joo, M.",1
"Wilbur, K.",1
"Burnside, C.",1
"Dollar, D.",1
"Hansen, H.",1
"Scully, G.",1
"Portmann, M.",1
