author,count
"Zani, A.",1
"Young, L.",1
"Saxe, S.",1
"Hamlin, J.",1
"Wynn, K.",1
Smith S,1
"Higgins, J.",1
"Norman, K.",1
"Sederberg, P.",1
"Smith, T.",1
"Van Bavel, J. J.",1
Craig Roxborough,1
"Reiter, A.",1
"Kanske, P.",1
"Eppinger, B.",1
"Li, S.",1
"Moran, R.",1
"Fleming, S.",1
"Szymanska, E.",1
"Zhang, K.",1
Chad Gonnerman,1
Fiery A. Cushman,1
Lisa E. Stewart,1
Samuele M. Marcora,1
Walter Staiano,1
Victoria Manning,1
James A. Anderson,1
James W. Grice,1
"Liu, X.",1
"Holden, J.",1
"Axelrod, V.",1
"Lavidor, M.",1
"Bar, M.",1
"Nitsche, M.",1
"Schauenburg, A.",1
"Lang, N.",1
"Liebetanz, D.",1
"Exner, C.",1
"Tergau, F.",1
Felizardo K,1
Salleh N,1
Martins R,1
Mendes E,1
Macdonell S,1
"Tang, H.",1
"Ng, J.",1
"Kreibig, S.",1
"Samson, A.",1
"Gross, J.",1
"Hewig, J.",1
"Kretschmer, N.",1
Maldonado J,1
"Meltzoff, A.",1
"Borton, R.",1
"Harris, M.",1
"Harris, R.",1
"Bochner, S.",1
"Lackner, C.",1
"Sabbagh, M.",1
"Hallinan, E.",1
"Jang, H.K.",1
"Min, K.",1
"Kim, S.G.",1
"Lee, S.K.",1
"Lee, J.H.",1
"Kwag, J.",1
"Park, J.Y.",1
"Lombardi, V.",1
"Knox, J.E.",1
"Phillips, E.",1
Christensen P,1
Gram L,1
Kragh-Ssrensen P,1
Nielsen S,1
"Fowers, B.",1
"Olson, D.",1
"Ruscetti, S.K.",1
"Bagni, R.K.",1
"Silverman, R.H.",1
"Mikovits, J.A.",1
"Yang, X.",1
"Lo, D.",1
Stoyanov D,1
Kandilarova S,1
"Trippe, R.",1
"Hecht, H.",1
"Coles, M.",1
"Holroyd, C.",1
"Miltner, W.",1
"Nearey, T.",1
"Hillenbrand, J.",1
"Toi, P.",1
"Schlemm, E.",1
"Mayer, C.",1
"Petersen, M.",1
"Fiehler, J.",1
"Hanning, U.",1
"Kühn, S.",1
"Twerenbold, R.",1
"Gallinat, J.",1
"Gerloff, C.",1
"Thomalla, G.",1
"Cheng, B.",1
"Motto, J. A.",1
"Ruscetti, F.W.",1
"Pfost, M.A.",1
"Hagen, K.S.",1
"Peterson, D.L.",1
"Postmes, T.",1
"Koeppl, J.",1
"Conway, L.",1
"Fredriksson, T.",1
"Hung, S.",1
"Styles, S.",1
"Hsieh, P.",1
"Zajonc, R.",1
"Heingartner, A.",1
"Herman, E.",1
"Shalvi, S.",1
"Eldar, O.",1
Borgwardt S,1
Stieglitz R,1
Hugdahl K,1
Kostianev S,1
Joo-Seok Hyun,1
Steven J. Luck,1
Jessica L. Tracy,1
Paola Bressan,1
Debora Stranieri,1
Minjung Koo,1
Ayelet Fishbach,1
Maryanne Garry,1
Lauren French,1
Toni Kinzett,1
Kazuo Mori,1
Sylvia A. Morelli,1
Margreet Reitsma-Van Rooijen,1
"Howell, J.",1
"Harig, T.",1
"Fischer, P.",1
"Somersan, S.",1
"Sumia, M.",1
"Lindberg, N.",1
"Työläjärvi, M.",1
"Bereby-Meyer, Y.",1
"Farooqui, A.",1
"Manly, T.",1
"Kupor, D. M.",1
"Levav, J.",1
"Maner, J.",1
"Mueller, P.",1
"Oppenheimer, D.",1
"Pennycook, G.",1
"Mcphetres, J.",1
"Lu, J.",1
"Collisson, B.",1
"Dijksterhuis, A.",1
"Van Knippenberg, A.",1
"Roberts, B.",1
"Smith, J.",1
"Jackson, J.",1
"Guo, L.",1
"Trueblood, J.",1
"Diederich, A.",1
"Cook, J.",1
"Lewandowsky, S.",1
"Ecker, U.",1
"Nicolaou, N.",1
"Patel, P.",1
"Wolfe, M.",1
"Archer, D.",1
"Gartner, R.",1
"Kshirsagar, A.",1
"Schindl, M.",1
"Wassipaul, S.",1
"Wagner, T.",1
"Gstaltner, K.",1
"Bethge, M.",1
"Flaxman, A.",1
"Kaltiala-Heino, R.",1
"Haselton, M.",1
"Ries, D.",1
"Schooler, J.",1
"Engstler-Schooler, T.",1
"Finkel, E.",1
"Rusbult, C.",1
"Kumashiro, M.",1
"Hannon, P.",1
Arudra Burra,1
Steffen R. Giessner,1
Rebecca N. Eyre,1
Marc Hauser,1
R. Kang‐Xing Jin,1
John Mikhail,1
Jonathan Livengood,1
D. Justin Coates,1
Kathleen A Cooney,1
"Srull, T.",1
"Wyer, R.",1
"Amir, O.",1
"Brookhart, M.",1
"Freburger, J.",1
"Wang, L.",1
"Winkelmayer, W.",1
"Joseph, J.",1
"Murray, C.",1
"Riley, I.",1
"Lopez, A.",1
"Joas, E.",1
"Pålsson, E.",1
"Potthast, N.",1
"Neuner, F.",1
"Catani, C.",1
"Pechey, R.",1
"Couturier, D.",1
"Hollands, G.",1
"Mantzari, E.",1
"Munafò, M.",1
"Edmonds, G.",1
Dancker D. L. Daamen,1
"Hanslmayr, S.",1
"Volberg, G.",1
"Wimber, M.",1
"Oehler, N.",1
"Staudigl, T.",1
"Hartmann, T.",1
"Marteau, T.",1
"Meen, E.",1
"Tseng, P.",1
"Bridgeman, B.",1
"Jalal, B.",1
"Krishnakumar, D.",1
"Wiles, D.",1
"McNeil, M.",1
"Bryan, C.",1
"Adams, G.",1
Rosa B Barkardottir,1
Jeffrey R Gulcher,1
Augustine Kong,1
Unnur Thorsteinsdottir,1
Kari Stefansson,1
Kairi Kreegipuu,1
Carolina Murd,1
Jüri Allik,1
Chen-Bo Zhong,1
Katie Liljenquist,1
Jon T Bergthorsson,1
"Mobbs, D.",1
"Seymour, B.",1
"Rowe, J.B.",1
"Calder, A.J.",1
"Schirmer, B.",1
"Michalka, S.",1
"Kong, L.",1
"Rosen, M.",1
"Shinn-Cunningham, B.",1
"Somers, D.",1
"Meyerholz, L.",1
"Irzinger, J.",1
"Gerlach, A.",1
"Pohl, A.",1
"Sparks, A.",1
"Barclay, P.",1
"Neal, Z.",1
"Yu, R.",1
Henrik Gronberg,1
William J Catalona,1
Gudmundur V Einarsson,1
"Webster, J.",1
"Parrott, W.",1
"Eyre, H.",1
"Dreher, G.",1
"Rüttermann, S.",1
"Weberschock, S.",1
"Bleakley, H.",1
"Neal, J.",1
"Taubert, J.",1
Job V,1
Dweck C,1
Walton G,1
"Brandt, M.",1
"Rogenmoser, L.",1
"Elmer, S.",1
"Jäncke, L.",1
Daniel Gudbjartsson,1
Arnaldur Gylfason,1
Gudmar Thorleifsson,1
Andrei Manolescu,1
Kristleifur Kristjansson,1
Gudmundur Geirsson,1
Helgi Isaksson,1
Julie Douglas,1
Jan-Erik Johansson,1
Katarina Bälter,1
Fredrik Wiklund,1
James E Montie,1
Xiaoying Yu,1
Brian K Suarez,1
Carole Ober,1
Bjarni A Agnarsson,1
"Shimizu, Y.",1
"Okada, K.",1
"Karasawa, K.",1
"Radin, D. I.",1
"Onwuegbuzie, A.",1
"Gabrys, J.",1
"Peters, K.",1
"Zong, W.",1
"Jensen, M.",1
"Kristiansen, I.",1
"Sandbekk, M.",1
"Kroger, J.",1
"Ross, C.",1
"Engle, C.",1
"Baker, B.",1
"Dreßing, H.",1
"Fischer, J.",1
"Heinemann, A.",1
"Kunde, W.",1
"Kiesel, A.",1
"Pashler, H.",1
"Gati, I.",1
"Kurzban, R.",1
"Kuehner, C.",1
"Gass, P.",1
"Remmers, C.",1
"Dietrich, D.",1
"Michalak, J.",1
"Zimmerman, B.",1
"Kitsantas, A.",1
"Filbrich, L.",1
"Van Den Broeke, E.",1
Shyamali Ghosh,1
Kari Agnarsson,1
Birgitta Birgisdottir,1
Louise le Roux,1
Adalheidur Olafsdottir,1
Thorarinn Blondal,1
Margret Andresdottir,1
Olafia Svandis Gretarsdottir,1
Derrick Wirtz,1
"Mouraux, A.",1
"Eikeseth, F. F.",1
"Denninghaus, S.",1
"Cropley, M.",1
"Pawelzik, M.",1
"Sütterlin, S.",1
"Schmitt, V.",1
"Tooby, J.",1
"Cosmides, L.",1
"Sparenberg, P.",1
"McElree, B.",1
"Foraker, S.",1
"Dyer, L.",1
"Kraus, M.",1
"Tan, J.",1
"Legrain, V.",1
Asgeir Sigurdsson,1
Kristrun R Benediktsdottir,1
Jean-Baptiste Cazier,1
Jesus Sainz,1
Margret Jakobsdottir,1
Jelena Kostic,1
Droplaug N Magnusdottir,1
"Weissman, D. H.",1
"Jiang, J.",1
"Egner, T.",1
"Sloman, S.",1
"Van Assche, F.",1
"Muffato, V.",1
"Hilton, C.",1
"Meneghetti, C.",1
"De Beni, R.",1
"Wiener, J.",1
"Lee, H.",1
"Seong, E.",1
"Choi, W.",1
"Lowder, M.",1
"Gould, S.",1
"Norton, W.",1
"Wig, G.",1
"Jha, A.",1
"Kiyonaga, A.",1
"Mehta, R.",1
"Zhu, R.",1
"Rayner, K.",1
"Balota, D.",1
"Pollatsek, A.",1
"Newell, B.",1
"Rakow, T.",1
"Tsay, C.",1
"Taguchi, T.",1
"Magid, M.",1
"Papi, M.",1
"Manwell, L.",1
"Roberts, M.",1
"Werker, J.",1
"Brielmann, A.",1
"Pelli, D.",1
"Béna, J.",1
"Rihet, M.",1
"Carreras, O.",1
"Terrier, P.",1
"Sirieix, L.",1
"Remaud, H.",1
"Lockshin, L.",1
"Thach, L.",1
"Boroditsky, L.",1
"Shafer-Skelton, A.",1
"Wolford, G.",1
"Newman, S.",1
"Miller, M.",1
"Sanrey, C.",1
"Callé, N.",1
"Plainfossé, C.",1
"Belhaire, A.",1
"Georget, P.",1
"Fujikawa, M.",1
"Yokota, K.",1
"Tokuoka, M.",1
"Nakanishi, D.",1
"Scherr, C.",1
"Simon, M.",1
"Yechiam, E.",1
"Sambur, M.",1
"Bruderer, A.",1
"Danielson, D.",1
"Kandhadai, P.",1
Leaf van Boven,1
T.William Altermatt,1
Stephen Morris,1
Brian Wansink,1
James E. Painter,1
Jill North,1
Tehila Kogut,1
Ilana Ritov,1
Laufey T Amundadottir,1
Patrick Sulem,1
Julius Gudmundsson,1
Agnar Helgason,1
Adam Baker,1
Ralph Hertwig,1
"Uçkun, B.",1
"Sénémeaud, C.",1
Edward B. Royzman,1
Daniel Goldstein,1
James Heyman,1
S. Vijayan,1
"Baumgartner, S.",1
"Hershey, J.",1
"Pronin, E.",1
"Kugler, M.",1
Letts,1
Stoffel M,1
Caspers B,1
Forcada J,1
Giannakara A,1
Baier M,1
Eberhart-Phillips L,1
"Lease, T.",1
Todd Mcelroy,1
Catherine E. Seta,1
Barbara Mellers,1
Stephen Johnson,1
Hoffman J,1
Perea M,1
Acha J,1
Fraga I,1
Chi T. Ngo,1
Aidan J. Horner,1
Nora S. Newcombe,1
Ingrid R. Olson,1
"Spranger, J.",1
Yuri Miyamoto,1
Shinobu Kitayama,1
David R Mandel,1
Michael Schaerer,1
Paul A. O’Keefe,1
Michael Bang Petersen,1
Toby D. Pilditch,1
Norman Fenton,1
David A. Lagnado,1
Müller C,1
S. Bandi Rao,1
P. M. Vishton,1
Melissa L. Finucane,1
Ali Alhakami,1
Stephen M. Johnson,1
Michael A. Olson,1
Russell H. Fazio,1
Yuval Rottenstreich,1
John J. Seta,1
Brendan P. Bradley,1
Karin Mogg,1
Sara J. Falla,1
Lucy R. Hamilton,1
Robert S Collins,1
Carlos Cordon,1
Denyse Julien,1
J. T. Manning,1
D. Scutt,1
J. Wilson,1
D. I. Lewis-Jones,1
G. F. Marcus,1
Mariagrazia Ranzini,1
Stanislas Dehaene,1
Manuela Piazza,1
Edward M. Hubbard,1
Paul A. M. van Lange,1
Ellen M. N. de Bruin,1
E. Shafir,1
P. Diamond,1
A. Tversky,1
David Fetherstonhaugh,1
Gavriel Salomon,1
Marissa Sharif,1
Azim Shariff,1
Johan C. Karremans,1
Jamie B. Luguri,1
Connie J. Clark,1
Gal Sheppes,1
Susanne Scheibe,1
James Friedrich,1
Bertram F. Malle,1
Juan Linde‐Domingo,1
Gaurav Suri,1
Gary D. Sherman,1
Jonathan Haidt,1
Olga Stavrova,1
Daniel Ehlebracht,1
Kathleen Vohs,1
Roderick I. Swaab,1
A. M. Longoni,1
J. T. E. Richardson,1
A. Aiello,1
Victoria Husted Medvec,1
Orit E. Tykocinski,1
Thane S. Pittman,1
Erin E. Tuttle,1
Lara Burrows,1
Tamar Leigh,1
Shanto Iyengar,1
Donald R. Kinder,1
Mark D. Peters,1
Jon A. Krosnick,1
Jozef M. Nuttin,1
Hans-Peter Mai,1
Mark Spranca,1
Elisa Minsk,1
Itamar Simonson,1
K. Braly,1
Christina M. Tworek,1
Andrei Cimpian,1
Nicole L. Mead,1
Miranda Goode,1
Marije Ter Wal,1
Baruch Fischhoff,1
Ola Svenson,1
Robert T. Croyle,1
Joel Cooper,1
Ravi Dhar,1
Frédéric Roux,1
Luca D. Kolibius,1
Stephanie Gollwitzer,1
Johannes Lang,1
Hajo M. Hamer,1
David T. Rollings,1
Vijay Sawlani,1
Ramesh Chelvarajah,1
Bernhard P. Staresina,1
Yaffa Yeshurun,1
Liat Levy,1
Erin S. Isbilen,1
Morten H. Christiansen,1
Matthew Feinberg,1
Emily Rosenzweig,1
David Dunning,1
Suzanna E. Forwood,1
Amy Ahern,1
Gareth J. Hollands,1
Paul C. Fletcher,1
Sami R. Yousif,1
Rosie Aboody,1
Frank C. Keil,1
Julia Lifanov,1
J. R. Stroop,1
David Greene,1
Pamela House,1
Boris Kotchoubey,1
Yuri G. Pavlov,1
Jordan Etkin,1
Sarah A Memmi,1
Hanyong Park,1
Ashok K. Lalwani,1
David H. Silvera,1
Luca Cian,1
Chiara Longoni,1
Aradhna Krishna,1
Noah Vanbergen,1
Julio Sevilla,1
D. Katz,1
Allan Hummer,1
Maureen A. Craig,1
Arash Aryani,1
Laura Schulz,1
Joshua B. Tenenbaum,1
Qisheng Li,1
Theresa M. Marteau,1
Alyssa S. Fu,1
Roman V. Galperin,1
Oliver Hahl,1
Adina D. Sterling,1
Jerry Guo,1
Juan Diego García‐Castro,1
Rosa Rodríguez‐Bailón,1
Guillermo B. Willis,1
Leon Bergen,1
Steven T. Piantadosi,1
Kyla Haimovitz,1
Julian Jara‐Ettinger,1
Bria Long,1
Horia A. Maior,1
Max L. Wilson,1
C. Locke,1
D. Swann,1
Emily M. Zitek,1
Roger Lévy,1
Jeanette Sakel,1
Tomás Huanca,1
Jennifer N. Belding,1
Karen Z. Naufel,1
Heejung Kim,1
Tobias Egner,1
Kyle Dobson,1
Nour Kteily,1
Sydney Levine,1
Echo Wen Wan,1
Ata Jami,1
Rolf Ulrich,1
Laura Prislan,1
Jeff Miller,1
Jennifer Savary,1
Dancker D.L. Daamen,1
Jason D. Yeatman,1
Katharina Reinecke,1
Lisa K. Libby,1
Eric M. Shaeffer,1
Richard P. Eibach,1
E. Paige Lloyd,1
Allen R. McConnell,1
Jonathan W. Kunstman,1
Jason C. Deska,1
Igor Riečanský,1
William Johnston,1
Kara Dolan,1
Niamh Reid,1
Garrett F. Coughlan,1
Brian Caulfield,1
Amy J. C. Cuddy,1
Sung Jun Joo,1
Christian Windischberger,1
Predrag Petrovic,1
Claus Lamm,1
Christopher A. Thorstenson,1
Adam D. Pazda,1
Harold Pashler,1
Feifei Huang,1
Vincent Chi Wong,1
"Seifert, C.",1
"De Graaff, M.",1
"Bröer, C.",1
"Dieudonné, M.",1
"Fisher, C.",1
"Fyrberg, D.",1
"Qin, H.",1
Larissa Z. Tiedens,1
Markus Maier,1
Benjamin Y. Cheung,1
M. Reitsma-Van Rooijen,1
C. Nathan Dewall,1
Brad J. Bushman,1
Markus Rütgen,1
Eva-Maria Seidel,1
Giorgia Silani,1
Alexandra Sarafoglou,1
Eric-Jan Wagenmakers,1
Greg Hajcak,1
Dan Foti,1
"Wang, Y.",1
"Zhu, Y.",1
"Grados, M.",1
"Riddle, M.",1
"Shugart, Y.",1
"John, L.",1
"Loewenstein, G.",1
"Prelec, D.",1
"Haeffel, Gerald J.",1
"McGloin, J. M.",1
"Thomas, K. J.",1
"Johnson, H.",1
"Mehta, M.",1
"Corcoran, Christine M.",1
"Arthey, E.",1
"Fleur, D. S.",1
"Flecken, M.",1
"Rommers, J.",1
"Nieuwland, M. S.",1
"Samuels, J.",1
Baptist Liefooghe,1
Pierre Barrouillet,1
André Vandierendonck,1
Valérie Camos,1
Xianchi Dai,1
Reinhard Pekrun,1
Erika Nurmsoo,1
Suzanne Hoogeveen,1
Klaus Wertenbroch,1
C. Miguel Brendl,1
Ardi Roelofs,1
Emma E. Buchtel,1
John E. Marsh,1
François Vachon,1
Dylan M. Jones,1
Daniel C. Richardson,1
"Mandelli, L.",1
"Serretti, A.",1
"Souery, D.",1
"Mendlewicz, J.",1
"Kasper, S.",1
"Montgomery, S.",1
"Zohar, J.",1
"Muiya, N.",1
Jeff Potter,1
Marlone D. Henderson,1
Yaël de Liver,1
Peter M. Gollwitzer,1
"Kube, T.",1
"Kirchner, L.",1
"Lemmer, G.",1
"Glombiewski, J.",1
"Yaseen, Z.",1
Chris J. Mitchell,1
Scott Nash,1
Geoffrey Hall,1
Phillip Atiba Goff,1
James R. Schmidt,1
Klaus Fiedler,1
Jamie Arndt,1
"Visser, P.",1
"Buitelaar, G.",1
J.,1
"van Os, J.",1
"Triplett, Norman",1
"Stanley, S.",1
"Hawes, M.",1
"Barzilay, S.",1
"Galynker, I.",1
"Sannes, A.",1
"Christensen, J.",1
"Nielsen, M.",1
"Gjerstad, J.",1
Abdolhossein Abdollahi,1
Christopher J. Soto,1
Samuel D. Gosling,1
"Nitsche, M. A.",1
"Chauntry, A.",1
"Williams, S.",1
"Whittaker, A.",1
"Lombardi, V. C.",1
"Ruscetti, F. W.",1
"Pfost, M. A.",1
"Snorrason, I.",1
"Beard, C.",1
"Christensen, K.",1
"Sanwald, S.",1
"Widenhorn-Müller, K.",1
"Kiefer, M.",1
"Huizink, A.",1
"Mulder, E.",1
"De Medina, R.",1
Sean M. Mccrea,1
Walter Schirm,1
Bradford Z. Mahon,1
Sara Forti,1
Glyn W. Humphreys,1
Chad S. Dodson,1
James Darragh,1
Allison Williams,1
Mark Nieuwenstein,1
Nancy Kanwisher,1
Richard M. Mcfall,1
"Arumugam, M.",1
"Makhanova, A.",1
"Maner, J. K.",1
"Friston, K. J.",1
"Fleming, S. M.",1
"Langhaug, L. F.",1
"Redmond, S.",1
"Hartigan-Rogers, J.",1
"Cobbett, S.",1
"Hagen, K. S.",1
"Peterson, D. L.",1
"Ruscetti, S. K.",1
"Bagni, R. K.",1
"Silverman, R. H.",1
"Mikovits, J. A.",1
"Berto, R.",1
"Castano, R.",1
"Bosse, Y.",1
"Endam, L.",1
"Desrosiers, M.",1
"Buvaneswari, G.",1
Darya L. Zabelina,1
Hal Ersner-Hershfield,1
Joseph A. Mikels,1
Sarah J. Sullivan,1
David A. Armor,1
Cade Massey,1
Aaron M. Sackett,1
Miriam Bassok,1
Samuel F. Pedigo,1
An T. Oskarsson,1
Stefan Schulz‐Hardt,1
Amy Kraft,1
"Ellis, Alan R.",1
"Meem, E.",1
"Cowan, F. M.",1
"Pascoe, S. J.",1
"Bem, Daryl J.",1
"Gould, S.J.",1
"Manwell, L. A.",1
"Roberts, M. A.",1
"de Souza, J. B.",1
"Goffaux, P.",1
"Julien, N.",1
"Potvin, S.",1
"Charest, J.",1
"Marchand, S.",1
"Jellinger, K. A.",1
"Attems, J.",1
"Sugasini, D.",1
"Yalagala, P. C. R.",1
Sara K. Moeller,1
Michael D. Robinson,1
"Goggin, A.",1
"Tai, L. M.",1
"Subbaiah, P. V.",1
"Rabbitts, Jennifer A.",1
"Zhou, Chuan",1
"Groenewald, Cornelius B.",1
"Durkin, Lynn",1
"Palermo, Tonya M.",1
"Peter, M.",1
"Mårtensson, G.",1
"Postma, E.",1
"Nordin, L.",1
"Westman, E.",1
"Boesveldt, S.",1
"Lundström, J.",1
"Heycke, T.",1
"Thomas, P.",1
"Maruff, P.",1
"Ouyang, M.",1
"Aust, F.",1
"Stahl, C.",1
"Schuch, S.",1
"Pütz, S.",1
"Bonato, M.",1
"D'ovidio, U.",1
"Fias, W.",1
"Zorzi, M.",1
"Morgan, M.",1
"Greer, R.",1
"Haffenden, A.",1
"Schiff, K.",1
"Goodale, M.",1
"Bijttebier, P.",1
"Hartman, C.",1
"Oldehinkel, A.",1
"Mezulis, A.",1
"Hankin, B.",1
"Van Berkum, J.",1
"Zwitserlood, P.",1
"Kooijman, V.",1
"Hagoort, P.",1
"Lepper, M.",1
"Hope, T.",1
"Seghier, M.",1
"Prejawa, S.",1
"Leff, A.",1
"Price, C.",1
"Wilson, P.",1
"Bunzeck, N.",1
"Dayan, P.",1
"Dolan, R.",1
"Duzel, E.",1
"Cobb, J.",1
"Peng, Q.",1
"Jeon, T.",1
"Heyne, R.",1
"Chalak, L.",1
"Huang, H.",1
"Van Dam, W.",1
"Rueschemeyer, S.",1
"Bekkering, H.",1
"Lindemann, O.",1
"Snyder, H.",1
"Gulley, L.",1
"Kleck, R.",1
"Hadjikhani, N.",1
"Hoge, R.",1
"Snyder, J.",1
"De Gelder, B.",1
"Spitzer, B.",1
"Nass, C.",1
"Moon, Y.",1
"Carney, P.",1
"Van Schie, K.",1
"Van Veen, S.",1
"Engelhard, I.",1
"Klugkist, I.",1
"Van Den Hout, M.",1
"Pechmann, T.",1
"Zerbst, D.",1
Charlotte Vanoyen Witvliet,1
Melvin J. Yap,1
David A. Balota,1
Chi‐Shing Tse,1
Keith E. Stanovich,1
Richard F. West,1
Kevin L. Blankenship,1
Duane T. Wegener,1
Tal Makovski,1
Rachel S. Sussman,1
Coreen Farris,1
Richard J. Viken,1
C. Philip Beaman,1
"Adams, R., Jr.",1
"Gordon, H.",1
"Baird, A.",1
"Cantú, S.",1
"Delton, A.",1
"Pekrun, R.",1
"Chevallier, C.",1
"Senju, A.",1
"Morriss, J.",1
"Macdonald, B.",1
"Van Reekum, C.",1
"Neuser, M.",1
"Teckentrup, V.",1
"Kühnel, A.",1
"Hallschmid, M.",1
"Walter, M.",1
"Kroemer, N.",1
"Bhargava, P.",1
"Martin, S.",1
"Bulley, A.",1
"Miloyan, B.",1
"Pepper, G.",1
"Gullo, M.",1
"Suddendorf, T.",1
"Flavell, J.",1
"Beach, D.",1
"Chinsky, J.",1
"Trafimow, D.",1
"Hughes, J.",1
"Gaudrain, E.",1
"Başkent, D.",1
"Olson, M.",1
"Fazio, R.",1
"Griskevicius, V.",1
"Ackerman, J.",1
Aimée M. Surprenant,1
Banchiamlack Dessalegn,1
Barbara Landau,1
Nicholas B. Turk‐Browne,1
Phillip Isola,1
Simon Farrell,1
Baruch Eitam,1
Yaacov Schul,1
Julie J. Exline,1
Anne L. Zell,1
Lili Sahakyan,1
"Simpson, J.",1
"Thompson, M.",1
"Tybur, J.",1
"Kelley, N.",1
"Schmeichel, B.",1
"Fessler, Daniel M. T.",1
"Johnson, Kathryn L.",1
"Bryant, Gregory A.",1
"Haselton, Martie G.",1
"Lin, W.",1
"Ferrand, L.",1
"Gervais, W.",1
"Birch, S.",1
"Ellenbogen, J.",1
"Hulbert, J.",1
"Jiang, Y.",1
"Stewart-Williams, S.",1
"Chang, C.",1
"Wong, X.",1
"Robertson, T.",1
Ian Neath,1
"Falkenstein, M.",1
"Butler, A.",1
"Badenes-Ribera, L.",1
"Frias-Navarro, D.",1
"Pascual-Soler, M.",1
"Monterde-I-Bort, H.",1
"Blackburn, J.",1
"Thomas, A.",1
"Dunn, E.",1
"Aknin, L.",1
"Guo, X.",1
"Wang, P.",1
"Fu, W.",1
"Mo, X.",1
"Holbrook, Colin",1
"Galperin, Andrew",1
"Egly, R.",1
"Driver, J.",1
"Rafal, R.",1
"Grunwald, M.",1
"Weiss, T.",1
"Mueller, S.",1
"Peter, B.",1
"Button, L.",1
"Stoel-Gammon, C.",1
"Chapman, K.",1
"Raskind, W.",1
"Mager, R.",1
"Meuth, S.",1
"Krauchi, K.",1
"Schmidlin, M.",1
"Muller-Spahn, F.",1
"Shapiro, K.",1
"Arnell, K.",1
"Feygina, I.",1
"Goldsmith, R.",1
"Jokiel, P.",1
"Coles, S.",1
"Till, B.",1
"Truong, F.",1
"Mar, R.",1
"Niederkrotenthaler, T.",1
"Bernstein, M.",1
"Young, S.",1
"Sacco, D.",1
"Claypool, H.",1
"Sato, A.",1
"Itakura, S.",1
Jeff T. Larsen,1
Amie R. Mckibban,1
Mathieu Couture,1
Daniel Lafond,1
Sébastien Tremblay,1
Meghan Fearn,1
Jonathan Sigelman,1
Peter Anto Johnson,1
Grace P. Lau,1
Steven J. Spencer,1
Bernhard Hommel,1
"Verbruggen, F.",1
"Liefooghe, B.",1
"Vandierendonck, A.",1
"Demanet, J.",1
"Raymond, J.",1
Lawrence W. Barsalou,1
Maya Tamir,1
Christopher Mitchell,1
Lorenza S. Colzato,1
M. Teresa Bajo,1
Wery van Den Wildenberg,1
Daniela Paolieri,1
Sander Nieuwenhuis,1
Wido la Heij,1
"Rall, L.",1
Klaus Oberauer,1
Kate Ranganath,1
Kathleen C. Mcculloch,1
Patricia G. Devine,1
Peter F. Delaney,1
Emily R. Waldum,1
Sadie Leder,1
F.‐Xavier Alario,1
Jamie I. D. Campbell,1
Nicole D. Robert,1
Thomas Goschke,1
Gesine Dreisbach,1
Michael Reynolds,1
Scott Akalis,1
Timothy J. Pleskac,1
Vanessa Lobue,1
Judy S. Deloache,1
Kimberly Rios Morrison,1
Stephen Palmer,1
Tandra Ghose,1
Zachary Estes,1
Michelle Verges,1
David B. Centerbar,1
Gary Bornstein,1
Erika D. Garvin,1
Donna Rose Addis,1
Alana T. Wong,1
Daniel L. Schacter,1
Sébastien Pacton,1
Pierre Perruchet,1
Daniel Mirman,1
James S. Magnuson,1
Laurent Demany,1
Wiebke Trost,1
Maja Šerman,1
Catherine Semal,1
Susan Murray,1
Jaye L. Derrick,1
Alexander C. Huk,1
Christopher J. Berry,1
David R. Shanks,1
Richard N. Henson,1
Brent Mcferran,1
Elizabeth Ligon Bjork,1
Robert A. Bjork,1
Peter A. White,1
Dana Ganor-Stern,1
Joseph Tzelgov,1
Chris Mckinstry,1
Rick Dale,1
Michael J. Spivey,1
James S. Nairne,1
Josefa N. S. Pandeirada,1
Sarah R. Thompson,1
Ravi Mehta,1
Stephanie Tully,1
Tom Meyvis,1
Kirk Kristofferson,1
Andrea C. Morales,1
Saerom Lee,1
Hans Baumgartner,1
Karen Page Winterich,1
Laurel Aynne Cook,1
Raika Sadeghein,1
Caroline Roux,1
Kelly Goldsmith,1
Andrea Bonezzi,1
Frank May,1
Lilach Sagiv,1
Jonathan Winawer,1
Arhanti Sadanand,1
Jeffrey D. Karpicke,1
Janell R. Blunt,1
Ágnes Melinda Kovács,1
Ernő Téglás,1
Ansgar D. Endress,1
Mary A. Pyc,1
Katherine A. Rawson,1
Gerardo Ramirez,1
Sian L. Beilock,1
Ashwani Monga,1
Marie‐Pauline Beugin,1
Rajesh Bagchi,1
Kristina M. Durante,1
Vladas Griskevicius,1
Andrew Edward White,1
Lila Davachi,1
Betsy Sparrow,1
Jenny Liu,1
Carey K. Morewedge,1
Young Eun Huh,1
Joshua M. Ackerman,1
Christopher C. Nocera,1
Akihiro Nishi,1
Hirokazu Shirado,1
Nicholas A. Christakis,1
Maxime Derex,1
Bernard Godelle,1
Michel Raymond,1
Oliver Hauser,1
Alexander Peysakhovich,1
Spike W. S. Lee,1
"Goette, L.",1
"Huffman, D.",1
"Ambrus, A.",1
"Greiner, B.",1
"Schmidt, K.",1
"Shrum, L. J.",1
"Lowrey, Tina M.",1
"Luna, David",1
"Lerman, Dawn B.",1
"Liu, Min",1
"Hagtvedt, Henrik",1
"Brasel, S. Adam",1
"Romero, Marisabel",1
"Biswas, Dipayan",1
